locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	refseq
SACI_RS10225	Saci_2115	Saci_2115	Sacid_02112		1936970.0	1937188.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H569	NC_007181.1
SACI_RS10230	Saci_2116	Saci_2116	Sacid_02113		1937314.0	1938006.0	-	helix-turn-helix domain-containing protein	hypothetical protein	Function unknown	A0A0U3FTH1	NC_007181.1
SACI_RS10235	kdhC	Saci_2117	Sacid_02114		1938412.0	1940589.0	+	"Aerobic-type carbon monoxide dehydrogenase, xanthine dehydrogenase family protein molybdopterin-binding subunit"	6-hydroxypseudooxynicotine dehydrogenase complex subunit gamma	Energy production and conversion	A0A0U3GUZ9	NC_007181.1
SACI_RS10240	Saci_2118	Saci_2118	Sacid_02115		1940813.0	1941961.0	+	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3GI48	NC_007181.1
SACI_RS10245	smc_2	Saci_2119	Sacid_02116		1942046.0	1943188.0	-	hypothetical protein	Chromosome partition protein Smc	Signal transduction mechanisms	M1ITR3	NC_007181.1
SACI_RS10250	araG	Saci_2120	Sacid_02117	"xylG, frcA"	1943481.0	1944236.0	-	"ABC-type nucleotide binding domain (NBD), sugar ABC transporter ATP-binding protein"	Fructose import ATP-binding protein FrcA	Carbohydrate transport and metabolism	A0A0U3H4X1	NC_007181.1
SACI_RS10255	araH	Saci_2121	Sacid_02118	"xylH, rbsC"	1944229.0	1945299.0	-	ABC transporter permease	Ribose import permease protein RbsC	Function unknown	A0A0U3GQF8	NC_007181.1
SACI_RS10260	araF	Saci_2122	Sacid_02119	"xylF, sbp"	1945306.0	1946514.0	-	"D-xylose / L-arabinose substrate-binding protein, sugar ABC transporter substrate-binding protein"	hypothetical protein	Carbohydrate transport and metabolism	A0A0U2WUN9	NC_007181.1
SACI_RS10265	btuD_11	Saci_2123	Sacid_02120		1946938.0	1949523.0	+	DUF1854 domain-containing protein	Vitamin B12 import ATP-binding protein BtuD	Inorganic ion transport and metabolism	A0A0U3FZ29	NC_007181.1
SACI_RS10270	Saci_2124	Saci_2124	Sacid_02122		1950091.0	1951167.0	+	amidohydrolase	hypothetical protein	Function unknown	A0A0U2WWU3	NC_007181.1
SACI_RS10275	Saci_2125	Saci_2125	Sacid_02123		1951225.0	1951599.0	+	metal-sulfur cluster biosynthetic enzyme	hypothetical protein	Function unknown	A0A0U2X274	NC_007181.1
SACI_RS10280	adhT_6	Saci_2126	Sacid_02124		1951596.0	1952621.0	+	NAD(P)-dependent alcohol dehydrogenase	Alcohol dehydrogenase	Energy production and conversion	A0A0U3H4E0	NC_007181.1
SACI_RS10285	abaF_5	Saci_2127	Sacid_02125		1952839.0	1954077.0	+	MFS transporter	Fosfomycin resistance protein AbaF	Inorganic ion transport and metabolism	A0A0U3FPV0	NC_007181.1
SACI_RS10290	Saci_2128	Saci_2128	Sacid_02126		1954362.0	1955219.0	+	P1 family peptidase	putative aminopeptidase	Amino acid transport and metabolism	A0A0U3HC27	NC_007181.1
SACI_RS10295	yhjE	Saci_2129	Sacid_02127		1955292.0	1956584.0	+	MFS transporter	Inner membrane metabolite transport protein YhjE	Carbohydrate transport and metabolism	A0A0U3HG50	NC_007181.1
SACI_RS10300	ucpA	Saci_2130	Sacid_02128		1956707.0	1957501.0	+	SDR family oxidoreductase	Oxidoreductase UcpA	Lipid transport and metabolism	A0A0U3FHJ9	NC_007181.1
SACI_RS10305	dapE_4	Saci_2131	Sacid_02129		1957517.0	1958758.0	+	M20 family metallopeptidase	putative succinyl-diaminopimelate desuccinylase	Amino acid transport and metabolism	A0A0U3HNI9	NC_007181.1
SACI_RS10310	Saci_2132	Saci_2132	Sacid_02130		1958738.0	1959961.0	-	M20 family metallo-hydrolase	putative hydrolase	Amino acid transport and metabolism	A0A0U3GLZ5	NC_007181.1
SACI_RS10315	Saci_2133	Saci_2133	Sacid_02131		1960399.0	1961490.0	+	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	UPI0002B2946D	NC_007181.1
SACI_RS10320	gbuA_2	Saci_2134	Sacid_02132	speB	1961598.0	1962515.0	+	agmatinase	Guanidinobutyrase	Amino acid transport and metabolism	A0A0U3GUY5	NC_007181.1
SACI_RS10325	Saci_2135	Saci_2135	Sacid_02133		1962756.0	1963568.0	-	DNA repair ATPase	hypothetical protein	No COG annotation	M1I7W2	NC_007181.1
SACI_RS10330	barR	Saci_2136	Sacid_02134		1963887.0	1964411.0	-	beta-alanine responsive regulator (BarR)	Leucine-responsive regulatory protein	Transcription	A0A0U2Y4V2	NC_007181.1
SACI_RS10335	spuC	Saci_2137	Sacid_02135		1964516.0	1965850.0	+	beta-alanine aminotransferase	Putrescine--pyruvate aminotransferase	Coenzyme transport and metabolism	A0A0U3HCW1	NC_007181.1
SACI_RS10340	Saci_2138	Saci_2138	Sacid_02136		1965928.0	1966755.0	-	DMT family transporter	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3H4V5	NC_007181.1
SACI_RS10345	Saci_2139	Saci_2139	Sacid_02137		1966994.0	1967353.0	-	hypothetical protein	hypothetical protein	Function unknown	A0A0U3FQV9	NC_007181.1
SACI_RS10350	php	Saci_2140	Sacid_02138		1967961.0	1968908.0	-	phosphotriesterase	Phosphotriesterase homology protein	Function unknown	A0A0U2W636	NC_007181.1
SACI_RS10355	glnA_3	Saci_2141	Sacid_02139		1969275.0	1970570.0	+	glutamine synthetase	Glutamate--methylamine ligase	Amino acid transport and metabolism	A0A0U3FZ15	NC_007181.1
SACI_RS10360	Saci_2142	Saci_2142	Sacid_02140		1970572.0	1971624.0	+	amidohydrolase family protein	hypothetical protein	Function unknown	UPI0002B28E41	NC_007181.1
SACI_RS10365	abfD_2	Saci_2143	Sacid_02141		1971870.0	1973387.0	+	4-hydroxyphenylacetate 3-hydroxylase family protein	4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase	"Secondary metabolites biosynthesis, transport, and catabolism"	A0A0U2YAB2	NC_007181.1
SACI_RS10370	Saci_2144	Saci_2144	Sacid_02142		1973605.0	1974603.0	-	NAD(P)/FAD-dependent oxidoreductase	Ferredoxin--NADP reductase	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FPT7	NC_007181.1
SACI_RS10375	frmA	Saci_2145	Sacid_02143		1974724.0	1975815.0	+	alcohol dehydrogenase catalytic domain-containing protein	S-(hydroxymethyl)glutathione dehydrogenase	Energy production and conversion	A0A0U2NAT8	NC_007181.1
SACI_RS10380	Saci_2146	Saci_2146	Sacid_02144		1976028.0	1977455.0	+	phenylacetate--CoA ligase	Phenylacetate-coenzyme A ligase	Coenzyme transport and metabolism	A0A0U3FXQ2	NC_007181.1
SACI_RS10385	asd2	Saci_2147	Sacid_02145	asd	1977811.0	1978869.0	+	aspartate-semialdehyde dehydrogenase	Aspartate-semialdehyde dehydrogenase 2	Amino acid transport and metabolism	A0A0U3FHI6	NC_007181.1
SACI_RS10390	fadD	Saci_2148	Sacid_02146		1979031.0	1980698.0	+	long-chain fatty acid--CoA ligase	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	A0A0U3HNH3	NC_007181.1
SACI_RS10395	yisK	Saci_2149	Sacid_02147		1981675.0	1982622.0	-	fumarylacetoacetate hydrolase family protein	putative protein YisK	"Secondary metabolites biosynthesis, transport, and catabolism"	A0A0U3FQ40	NC_007181.1
SACI_RS10400	gloB_3	Saci_2150	Sacid_02148		1982678.0	1983595.0	+	MBL fold metallo-hydrolase	Hydroxyacylglutathione hydrolase	Function unknown	A0A0U3FH13	NC_007181.1
SACI_RS10405	Saci_2151	Saci_2151	Sacid_02149		1983935.0	1984822.0	+	sulfite exporter TauE/SafE family protein	hypothetical protein	Function unknown	A0A0U3GUX1	NC_007181.1
SACI_RS10410	fmdA	Saci_2152	Sacid_02150		1984989.0	1985945.0	+	acetamidase/formamidase family protein	Formamidase	Energy production and conversion	A0A0U3H551	NC_007181.1
SACI_RS10415	Saci_2153	Saci_2153	Sacid_02151		1986065.0	1986532.0	-	GNAT family N-acetyltransferase	hypothetical protein	Transcription	A0A0U3GXH1	NC_007181.1
SACI_RS10420	Saci_2154	Saci_2154	Sacid_02152		1986520.0	1987803.0	-	NADP-dependent malic enzyme	NAD-dependent malic enzyme	Energy production and conversion	A0A0U3GI19	NC_007181.1
SACI_RS10425	Saci_2155	Saci_2155	Sacid_02153		1988203.0	1989927.0	+	S9 family peptidase	hypothetical protein	Amino acid transport and metabolism	A0A0U3GQC4	NC_007181.1
SACI_RS10430	SACI_RS10430		Sacid_02154		1990097.0	1990336.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2W621	NC_007181.1
SACI_RS10435	Saci_2156	Saci_2156	Sacid_02155		1990317.0	1992065.0	+	DNA polymerase elongation subunit (family B)	hypothetical protein	"Replication, recombination and repair"	A0A0U3FZ02	NC_007181.1
SACI_RS10440	Saci_2158	Saci_2158	Sacid_02156		1992160.0	1992618.0	+	hypothetical protein	hypothetical protein	No COG annotation	UPI0000552889	NC_007181.1
SACI_RS10445	Saci_2160	Saci_2160	Sacid_02157		1993525.0	1994271.0	+	flagellar protein FlgN	hypothetical protein	No COG annotation	A0A0U2YA97	NC_007181.1
SACI_RS10450	Saci_2161	Saci_2161	Sacid_02159		1994871.0	1995689.0	+	DUF2079 domain-containing protein	hypothetical protein	Function unknown	A0A0U3H6R0	NC_007181.1
SACI_RS10455	Saci_2162	Saci_2162	Sacid_02160		1995757.0	1997691.0	-	DUF2079 domain-containing protein	hypothetical protein	Function unknown	A0A0U3H4A2	NC_007181.1
SACI_RS10460	Saci_2163	Saci_2163	Sacid_02161		1997900.0	1998604.0	+	zinc ribbon domain-containing protein	hypothetical protein	No COG annotation	A0A0U3HBZ5	NC_007181.1
SACI_RS10465	ribD2	Saci_2164	Sacid_02162		1998688.0	1999332.0	-	"2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase"	"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase"	Coenzyme transport and metabolism	A0A0U3FXN9	NC_007181.1
SACI_RS10470	glpQ	Saci_2165	Sacid_02163		1999379.0	2000074.0	-	glycerophosphodiester phosphodiesterase	Glycerophosphodiester phosphodiesterase	Energy production and conversion	A0A0U2NGT4	NC_007181.1
SACI_RS10475	Saci_2166	Saci_2166	Sacid_02164		2000353.0	2000703.0	+	"Uroporphyrin-III methyltransferase, DUF488 family protein"	hypothetical protein	Function unknown	A0A0U3HNF9	NC_007181.1
SACI_RS10480	Saci_2167	Saci_2167	Sacid_02165		2000715.0	2001335.0	+	helix-turn-helix domain-containing protein	hypothetical protein	Function unknown	A0A0U3FQ25	NC_007181.1
SACI_RS10485	aam		Sacid_02166		2001440.0	2002847.0	-	amidase	Acylamidase	No COG annotation		NC_007181.1
SACI_RS10490	Saci_2169	Saci_2169	Sacid_02167		2003057.0	2003500.0	+	hypothetical protein	hypothetical protein	Function unknown	A0A0U3H6Q9	NC_007181.1
SACI_RS10495	Saci_2170	Saci_2170	Sacid_02168		2003590.0	2005236.0	-	thermopsin family protease	hypothetical protein	Amino acid transport and metabolism	A0A0U3GN56	NC_007181.1
SACI_RS10500	Saci_2171	Saci_2171	Sacid_02169		2005620.0	2006402.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GVY8	NC_007181.1
SACI_RS10505	Saci_2172	Saci_2172	Sacid_02170		2006599.0	2007372.0	-	DUF973 family protein	hypothetical protein	No COG annotation	A0A0U3GXG3	NC_007181.1
SACI_RS10510	SACI_RS10510		"Sacid_02171, Sacid_02172"		2007741.0	2009515.0	+	S9 family peptidase	hypothetical protein	Amino acid transport and metabolism		NC_007181.1
SACI_RS11765	SACI_RS11765				2009519.0	2009710.0	+	hypothetical protein		No COG annotation	UPI0002B29EE7	NC_007181.1
SACI_RS10515	Saci_2175	Saci_2175	Sacid_02173		2010026.0	2010583.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H4S7	NC_007181.1
SACI_RS10520	Saci_2176	Saci_2176	Sacid_02174		2011469.0	2012239.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2VXI8	NC_007181.1
SACI_RS10525	Saci_2177	Saci_2177	Sacid_02175		2012236.0	2013000.0	+	MBL fold metallo-hydrolase	hypothetical protein	Energy production and conversion	A0A0U3FQP8	NC_007181.1
SACI_RS10530	SACI_RS10530		Sacid_02177		2013408.0	2014742.0	+	sugar porter family MFS transporter	hypothetical protein	Carbohydrate transport and metabolism		NC_007181.1
SACI_RS10535	Saci_2180	Saci_2180	Sacid_02178		2014943.0	2015545.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2X231	NC_007181.1
SACI_RS10540	puuP	Saci_2181	Sacid_02179		2015597.0	2016988.0	-	APC family permease	Putrescine importer PuuP	Amino acid transport and metabolism	A0A0U3H482	NC_007181.1
SACI_RS10545	maoII	Saci_2182	Sacid_02180		2017139.0	2019133.0	+	primary-amine oxidase	Copper methylamine oxidase	"Secondary metabolites biosynthesis, transport, and catabolism"	A0A0U3HBY4	NC_007181.1
SACI_RS10550	Saci_2183	Saci_2183	Sacid_02181		2019340.0	2019957.0	-	helix-turn-helix domain-containing protein	hypothetical protein	Function unknown	A0A0U3HBX8	NC_007181.1
SACI_RS10555	Saci_2184	Saci_2184	Sacid_02182		2019983.0	2020327.0	-	DUF488 domain-containing protein	hypothetical protein	Function unknown	A0A0U3FS51	NC_007181.1
SACI_RS10560	yihR	Saci_2185	Sacid_02183		2020633.0	2021421.0	+	aldose 1-epimerase	putative protein YihR	Carbohydrate transport and metabolism	A0A0U3FPQ6	NC_007181.1
SACI_RS10565	Saci_2186	Saci_2186	Sacid_02184		2021719.0	2022729.0	+	NAD-binding protein	hypothetical protein	Inorganic ion transport and metabolism	A0A0U2NAR9	NC_007181.1
SACI_RS10570	Saci_2187	Saci_2187	Sacid_02185		2023317.0	2023946.0	-	amidohydrolase family protein	hypothetical protein	Function unknown	A0A0U3HFZ9	NC_007181.1
SACI_RS10575	Saci_2188	Saci_2188	Sacid_02187		2024540.0	2025484.0	+	R2-like ligand-binding oxidase	hypothetical protein	Nucleotide transport and metabolism	A0A0U3FHF4	NC_007181.1
SACI_RS10580	yveA	Saci_2189	Sacid_02188		2025549.0	2027396.0	-	APC family permease	Aspartate-proton symporter	Amino acid transport and metabolism	A0A0U3FGY1	NC_007181.1
SACI_RS10585	Saci_2190	Saci_2190	Sacid_02189		2027845.0	2030319.0	+	malate synthase	hypothetical protein	Energy production and conversion	A0A0U3GUU1	NC_007181.1
SACI_RS10590	aceA	Saci_2191	Sacid_02190		2030804.0	2032117.0	+	isocitrate lyase	Isocitrate lyase	Energy production and conversion	A0A0U3GVW3	NC_007181.1
SACI_RS10595	Saci_2192	Saci_2192	Sacid_02191		2032246.0	2032686.0	-	PIN domain-containing protein	hypothetical protein	Defense mechanisms	A0A0U3GN42	NC_007181.1
SACI_RS10600	Saci_2193	Saci_2193	Sacid_02192		2032646.0	2032873.0	-	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	Transcription	A0A0U3H4Q9	NC_007181.1
SACI_RS10605	Saci_2194	Saci_2194	Sacid_02193		2033304.0	2034104.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GQ93	NC_007181.1
SACI_RS10610	Saci_2195	Saci_2195	Sacid_02195		2034314.0	2034691.0	-	PaREP1 family protein	hypothetical protein	Function unknown	A0A0U3GXF3	NC_007181.1
SACI_RS10615	Saci_2196	Saci_2196	Sacid_02196		2035017.0	2036135.0	+	mandelate racemase/muconate lactonizing enzyme family protein	L-talarate/galactarate dehydratase	Cell wall/membrane/envelope biogenesis	A0A0U3GHW9	NC_007181.1
SACI_RS10620	Saci_2197	Saci_2197	Sacid_02197		2036205.0	2036453.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2VXH2	NC_007181.1
SACI_RS10625	ttuD	Saci_2198	Sacid_02198		2036450.0	2037328.0	-	sulfurtransferase	Sulfur carrier protein TtuD	Inorganic ion transport and metabolism	A0A0U2YA58	NC_007181.1
SACI_RS10630	Saci_2199	Saci_2199	Sacid_02199		2037459.0	2037725.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2WUG5	NC_007181.1
SACI_RS10635	cysG_2	Saci_2200	Sacid_02200		2037777.0	2038472.0	-	uroporphyrinogen-III C-methyltransferase	Siroheme synthase	Coenzyme transport and metabolism	A0A0U2NCI9	NC_007181.1
SACI_RS10640	sir	Saci_2201	Sacid_02201		2038462.0	2040240.0	-	nitrite/sulfite reductase	Sulfite reductase [ferredoxin]	Energy production and conversion	A0A0U2Y2E5	NC_007181.1
SACI_RS10645	cysH_2	Saci_2202	Sacid_02202		2040367.0	2041086.0	-	phosphoadenylyl-sulfate reductase	Thioredoxin-dependent 5'-adenylylsulfate reductase	Amino acid transport and metabolism	A0A0U2X312	NC_007181.1
SACI_RS10650	sat	Saci_2203	Sacid_02203		2041202.0	2042437.0	+	sulfate adenylyltransferase	Sulfate adenylyltransferase	Coenzyme transport and metabolism	A0A0U3FXL2	NC_007181.1
SACI_RS10655	Saci_2204	Saci_2204	Sacid_02204		2042434.0	2042739.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2NGN4	NC_007181.1
SACI_RS10660	Saci_2205	Saci_2205	Sacid_02205		2042988.0	2043923.0	+	alcohol dehydrogenase catalytic domain-containing protein	Alcohol dehydrogenase	Energy production and conversion	A0A0U3HNE2	NC_007181.1
SACI_RS10665	lipM_4	Saci_2206	Sacid_02207		2044132.0	2045256.0	+	lipoate--protein ligase family protein	Octanoyltransferase LipM	Coenzyme transport and metabolism	A0A0U2NAQ8	NC_007181.1
SACI_RS10670	lcfB_2	Saci_2207	Sacid_02208		2045284.0	2046771.0	-	acyl--CoA ligase	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	A0A0U3FGX1	NC_007181.1
SACI_RS10675	fadJ_4	Saci_2208	Sacid_02209		2046825.0	2048798.0	-	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein	Fatty acid oxidation complex subunit alpha	Lipid transport and metabolism	A0A0U3FHD7	NC_007181.1
SACI_RS10680	fadI	Saci_2209	Sacid_02210		2048878.0	2050065.0	+	thiolase domain-containing protein	3-ketoacyl-CoA thiolase	Lipid transport and metabolism	M1J1C9	NC_007181.1
SACI_RS10685	Saci_2210	Saci_2210	Sacid_02211		2050071.0	2050613.0	+	Zn-ribbon domain-containing OB-fold protein	hypothetical protein	Function unknown	A0A0U3F987	NC_007181.1
SACI_RS10690	Saci_2211	Saci_2211	Sacid_02212		2050681.0	2052348.0	-	long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	A0A0U3GLS7	NC_007181.1
SACI_RS10695	Saci_2212	Saci_2212	Sacid_02213		2052558.0	2053550.0	+	R2-like ligand-binding oxidase	hypothetical protein	Nucleotide transport and metabolism	A0A0U3GN22	NC_007181.1
SACI_RS10700	bpoC	Saci_2213	Sacid_02214		2053621.0	2054565.0	-	alpha/beta hydrolase	Putative non-heme bromoperoxidase BpoC	Function unknown	F2Z668	NC_007181.1
SACI_RS10705	Saci_2214	Saci_2214	Sacid_02215		2054663.0	2056171.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GXE1	NC_007181.1
SACI_RS10710	Saci_2215	Saci_2215	Sacid_02216		2056355.0	2058994.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GHV8	NC_007181.1
SACI_RS10715	Saci_2216	Saci_2216	Sacid_02217		2059230.0	2059847.0	-	hypothetical protein	hypothetical protein	Lipid transport and metabolism	A0A0U2VXF7	NC_007181.1
SACI_RS10720	mmgC_2	Saci_2217	Sacid_02219		2059997.0	2061196.0	+	acyl-CoA dehydrogenase family protein	Acyl-CoA dehydrogenase	Lipid transport and metabolism	A0A0U3FQM0	NC_007181.1
SACI_RS10725	fadJ_5	Saci_2218	Sacid_02220		2061332.0	2063251.0	+	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein	Fatty acid oxidation complex subunit alpha	Lipid transport and metabolism	A0A0U3FYV7	NC_007181.1
SACI_RS10730	Saci_2219	Saci_2219	Sacid_02221		2063298.0	2063792.0	-	hypothetical protein	hypothetical protein	Lipid transport and metabolism	A0A0U2Y2D3	NC_007181.1
SACI_RS10735	Saci_2220	Saci_2220	Sacid_02222		2063999.0	2065036.0	+	R2-like ligand-binding oxidase	hypothetical protein	Nucleotide transport and metabolism	A0A0U3H448	NC_007181.1
SACI_RS10740	Saci_2221	Saci_2221	Sacid_02223		2065138.0	2065809.0	+	hypothetical protein	hypothetical protein	No COG annotation	UPI00005528C2	NC_007181.1
SACI_RS10745	Saci_2223	Saci_2223	Sacid_02224		2065820.0	2066245.0	+	hypothetical protein	hypothetical protein	Function unknown	A0A0U3HBU2	NC_007181.1
SACI_RS10750	Saci_2224	Saci_2224	Sacid_02225		2066295.0	2067353.0	+	alcohol dehydrogenase catalytic domain-containing protein	Alcohol dehydrogenase	Energy production and conversion	A0A0U2NAP3	NC_007181.1
SACI_RS10755	Saci_2225	Saci_2225	Sacid_02226		2067743.0	2069371.0	+	long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	UPI0002B2A55A	NC_007181.1
SACI_RS10760	Saci_2226	Saci_2226	Sacid_02227		2069481.0	2069891.0	+	hypothetical protein	hypothetical protein	Function unknown	A0A0U3HFW6	NC_007181.1
SACI_RS10765	bcp_2	Saci_2227	Sacid_02228		2070137.0	2070604.0	+	peroxiredoxin	Putative peroxiredoxin bcp	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FHB5	NC_007181.1
SACI_RS10770	Saci_2228	Saci_2228	Sacid_02229		2070581.0	2071147.0	-	indolepyruvate oxidoreductase subunit beta	hypothetical protein	Energy production and conversion	A0A0U3F977	NC_007181.1
SACI_RS10775	Saci_2229	Saci_2229	Sacid_02230		2071135.0	2072970.0	-	indolepyruvate ferredoxin oxidoreductase subunit alpha	hypothetical protein	Energy production and conversion	A0A0U3FJW9	NC_007181.1
SACI_RS10780	Saci_2230	Saci_2230	Sacid_02231		2073136.0	2073570.0	-	"Predicted heterodisulfide reductase subunit, Zn-ribbon domain-containing OB-fold protein"	hypothetical protein	Function unknown	A0A0U3GUQ7	NC_007181.1
SACI_RS10785	Saci_2231	Saci_2231	Sacid_02232		2073571.0	2074068.0	-	"Predicted nucleic-acid-binding protein containing a Zn-ribbon, Zn-ribbon domain-containing OB-fold protein"	hypothetical protein	Function unknown	A0A0U3GN05	NC_007181.1
SACI_RS10790	Saci_2232	Saci_2232	Sacid_02233		2074080.0	2075258.0	-	"Acetyl-CoA acetyltransferase, thiolase domain-containing protein"	hypothetical protein	Lipid transport and metabolism	A0A0U3HCP2	NC_007181.1
SACI_RS10795	Saci_2233	Saci_2233	Sacid_02234		2075255.0	2076403.0	-	"Acetyl-CoA acetyltransferase, thiolase domain-containing protein"	hypothetical protein	Lipid transport and metabolism	A0A0U3GXD6	NC_007181.1
SACI_RS10800	mmgC_3	Saci_2234	Sacid_02235		2076441.0	2077565.0	-	acyl-CoA dehydrogenase	Acyl-CoA dehydrogenase	Lipid transport and metabolism	A0A0U3GQ71	NC_007181.1
SACI_RS10805	acsA_5	Saci_2235	Sacid_02236		2077650.0	2079509.0	+	"Acyl-CoA synthetase/AMP-(fatty) acid ligase, AMP-binding protein"	Acetyl-coenzyme A synthetase	Lipid transport and metabolism	A0A0U2W5U6	NC_007181.1
SACI_RS10810	Saci_2236	Saci_2236	Sacid_02237		2079606.0	2080346.0	-	helix-turn-helix domain-containing protein	hypothetical protein	Transcription	A0A0U3HCZ3	NC_007181.1
SACI_RS10815	Saci_2237	Saci_2237	Sacid_02238		2080620.0	2081117.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FYU4	NC_007181.1
SACI_RS10820	Saci_2238	Saci_2238	Sacid_02239		2081380.0	2081988.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2X1Y4	NC_007181.1
SACI_RS10825	Saci_2239	Saci_2239	Sacid_02240		2082133.0	2082903.0	+	hypothetical protein	hypothetical protein	Inorganic ion transport and metabolism	A0A0U2WUD3	NC_007181.1
SACI_RS10830	Saci_2240	Saci_2240	Sacid_02241		2082950.0	2083417.0	-	flavin reductase family protein	Flavin reductase	Function unknown	A0A0U2Y2B5	NC_007181.1
SACI_RS10835	Saci_2241	Saci_2241	Sacid_02242		2083521.0	2084297.0	+	dioxygenase	hypothetical protein	Energy production and conversion	A0A0U3H433	NC_007181.1
SACI_RS10840	Saci_2242	Saci_2242	Sacid_02243		2084349.0	2084669.0	-	TA0938 family protein	hypothetical protein	Function unknown	A0A0U3FXI1	NC_007181.1
SACI_RS10845	Saci_2243	Saci_2243	Sacid_02244		2084666.0	2085580.0	-	iron-containing redox enzyme family protein	hypothetical protein	Coenzyme transport and metabolism	A0A0U3FPK8	NC_007181.1
SACI_RS10850	Saci_2244	Saci_2244	Sacid_02245		2085821.0	2086660.0	+	amidohydrolase	hypothetical protein	Function unknown	A0A0U2NAN5	NC_007181.1
SACI_RS10855	Saci_2245	Saci_2245	Sacid_02246		2086760.0	2087572.0	+	amidohydrolase	hypothetical protein	Function unknown	A0A0U3HFV2	NC_007181.1
SACI_RS10860	Saci_2246	Saci_2246	Sacid_02247		2087552.0	2088931.0	-	FAD binding domain-containing protein	hypothetical protein	Energy production and conversion	A0A0U3FH99	NC_007181.1
SACI_RS10865	cdhA_5	Saci_2247	Sacid_02248		2088932.0	2091259.0	-	xanthine dehydrogenase family protein molybdopterin-binding subunit	Caffeine dehydrogenase subunit alpha	Energy production and conversion	A0A0U3F972	NC_007181.1
SACI_RS10870	Saci_2248	Saci_2248	Sacid_02249		2091392.0	2091649.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GLP5	NC_007181.1
SACI_RS10875	rsxB	Saci_2249	Sacid_02250		2091714.0	2092904.0	+	4Fe-4S binding protein	Ion-translocating oxidoreductase complex subunit B	Energy production and conversion	UPI0009B5CBF3	NC_007181.1
SACI_RS10880	porC	Saci_2250	Sacid_02251		2092967.0	2093530.0	+	2-oxoacid:acceptor oxidoreductase family protein	Pyruvate synthase subunit PorC	Energy production and conversion	A0A0U3HCN3	NC_007181.1
SACI_RS10885	porD	Saci_2251	Sacid_02252		2093514.0	2093780.0	+	4Fe-4S binding protein	Pyruvate synthase subunit PorD	Energy production and conversion	A0A0U3H4Z2	NC_007181.1
SACI_RS10890	Saci_2252	Saci_2252	Sacid_02253		2093777.0	2094970.0	+	pyruvate ferredoxin oxidoreductase	Oxalate oxidoreductase subunit alpha	Energy production and conversion	A0A0U3GQ46	NC_007181.1
SACI_RS10895	porB	Saci_2253	Sacid_02254		2094939.0	2095829.0	+	pyruvate synthase subunit beta	Pyruvate synthase subunit PorB	Energy production and conversion	A0A0U3GHS2	NC_007181.1
SACI_RS10900	ydjG	Saci_2254	Sacid_02255		2095854.0	2096726.0	-	aldo/keto reductase	NADH-specific methylglyoxal reductase	Function unknown	A0A0U3FYT1	NC_007181.1
SACI_RS10905	ilvB_3	Saci_2255	Sacid_02256		2096727.0	2098319.0	-	thiamine pyrophosphate-binding protein	Acetolactate synthase isozyme 1 large subunit	Amino acid transport and metabolism	A0A0U3FQH5	NC_007181.1
SACI_RS10910	Saci_2256	Saci_2256	Sacid_02257		2098550.0	2099113.0	+	DUF1404 domain-containing protein	hypothetical protein	Function unknown	A0A0U2WUC1	NC_007181.1
