locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	accession	operon
SACI_RS08485	bclA	Saci_1774	Sacid_01740		1535691	1537271	+	benzoate-CoA ligase family protein	Benzoate--CoA ligase	Lipid transport and metabolism	A0A0U3HIU5	NC_007181.1	Op1005
SACI_RS08490	paaX	Saci_1775	Sacid_01742		1537526	1538314	+	transcriptional regulator PaaX	Transcriptional repressor PaaX	Transcription	A0A0U3FKF4	NC_007181.1	Op1006
SACI_RS08495	Saci_1776	Saci_1776	Sacid_01743		1538534	1538887	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FC96	NC_007181.1	Op1007
SACI_RS08500	quiP	Saci_1777	Sacid_01744		1538889	1541342	-	penicillin acylase family protein	Acyl-homoserine lactone acylase QuiP	General Function Prediction Only	A0A0U3GPZ0	NC_007181.1	Op1007
SACI_RS08505	Saci_1778	Saci_1778	Sacid_01745		1541809	1543482	+	acyl-CoA dehydrogenase family protein	hypothetical protein	Lipid transport and metabolism	A0A0U2VYT7	NC_007181.1	Op1008
SACI_RS08510	Saci_1779	Saci_1779	Sacid_01746		1543475	1545016	+	long-chain fatty acid--CoA ligase	Long-chain-fatty-acid--CoA ligase	Lipid transport and metabolism	A0A0U3H849	NC_007181.1	Op1008
SACI_RS08515	pcp	Saci_1780	Sacid_01747		1545054	1545659	-	pyroglutamyl-peptidase I	Pyrrolidone-carboxylate peptidase	Posttranslational modification, protein turnover, chaperones	A0A0U3FRX0	NC_007181.1	Op1009
SACI_RS08520	Saci_1781	Saci_1781	Sacid_01748		1545950	1547152	-	amidohydrolase family protein	putative protein	Secondary metabolites biosynthesis, transport and catabolism	A0A0U3GKK1	NC_007181.1	Op1010
SACI_RS08525	csbC_2	Saci_1782	Sacid_01749		1547302	1548780	-	MFS transporter	putative metabolite transport protein CsbC	Carbohydrate transport and metabolism	A0A0U2W123	NC_007181.1	Op1011
SACI_RS08530	Saci_1784	Saci_1784	Sacid_01750		1549248	1550798	+	ABC transporter permease subunit	hypothetical protein	General Function Prediction Only	A0A0U2Y3H6	NC_007181.1	Op1012
SACI_RS08535	bchE	Saci_1785	Sacid_01751		1551050	1552651	+	B12-binding domain-containing radical SAM protein	Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase	Energy production and conversion	A0A0U2WXA4	NC_007181.1	Op1013
SACI_RS08540	Saci_1786	Saci_1786	Sacid_01752		1552668	1553003	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2Y5B7	NC_007181.1	Op1013
SACI_RS08545	Saci_1787	Saci_1787	Sacid_01753		1553063	1553362	+	winged helix-turn-helix transcriptional regulator	hypothetical protein	Transcription	A0A0U3FQP0	NC_007181.1	Op1014
SACI_RS08550	Saci_1788	Saci_1788	Sacid_01754		1553564	1555882	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H773	NC_007181.1	Op1015
SACI_RS08555	Saci_1789	Saci_1789	Sacid_01755		1555924	1557159	-	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3HH07	NC_007181.1	Op1016
SACI_RS08560	Saci_1790	Saci_1790	Sacid_01756		1557436	1557846	-	type II toxin-antitoxin system VapC family toxin	hypothetical protein	Defense mechanisms	A0A0U3FIJ1	NC_007181.1	Op1017
SACI_RS08565	Saci_1791	Saci_1791	Sacid_01757		1557834	1558100	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FAA9	NC_007181.1	Op1017
SACI_RS08570	fabG-1	Saci_1792	Sacid_01758	bacC	1558520	1559434	+	SDR family oxidoreductase	Dihydroanticapsin 7-dehydrogenase	Lipid transport and metabolism	A0A0U3GMX5	NC_007181.1	Op1018
SACI_RS08575	Saci_1793	Saci_1793	Sacid_01759		1559674	1559934	-	hypothetical protein	hypothetical protein	Transcription	A0A0U3H6U0	NC_007181.1	Op1019
SACI_RS08580	Saci_1794	Saci_1794	Sacid_01760		1560498	1561211	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FC82	NC_007181.1	Op1020
SACI_RS08585	Saci_1795	Saci_1795	Sacid_01761		1561258	1562364	+	S24/S26 family peptidase	hypothetical protein	Intracellular trafficking, secretion, and vesicular transport	A0A0U3GPX7	NC_007181.1	Op1021
SACI_RS08590	SACI_RS08590		Sacid_01762		1562361	1562771	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GYC3	NC_007181.1	Op1021
SACI_RS08595	Saci_1796	Saci_1796	Sacid_01763		1562798	1563679	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GIX1	NC_007181.1	Op1021
SACI_RS08600	SACI_RS08600		Sacid_01765		1563885	1564205	+	hypothetical protein	hypothetical protein	Transcription	A0A0U3H065	NC_007181.1	Op1022
SACI_RS08605	Saci_1797	Saci_1797	Sacid_01766		1564307	1564777	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FS72	NC_007181.1	Op1023
SACI_RS08610	Saci_1798	Saci_1798	Sacid_01767		1564898	1565779	+	hypothetical protein	hypothetical protein	General Function Prediction Only	A0A0U3GKI8	NC_007181.1	Op1024
SACI_RS08615	btuD_8	Saci_1799	Sacid_01768		1566017	1566946	+	ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	Defense mechanisms	A0A0U2WVF3	NC_007181.1	Op1025
SACI_RS08620	Saci_1800	Saci_1800	Sacid_01769		1566937	1567740	+	ABC transporter permease	hypothetical protein	Defense mechanisms	A0A0U2Y3G4	NC_007181.1	Op1025
SACI_RS08625	Saci_1801	Saci_1801	Sacid_01770		1567823	1568215	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H576	NC_007181.1	Op1026
SACI_RS08630	Saci_1802	Saci_1802	Sacid_01771		1568285	1570210	-	4Fe-4S dicluster domain-containing protein	hypothetical protein	Energy production and conversion	A0A0U2Y5A3	NC_007181.1	Op1027
SACI_RS08635	Saci_1803	Saci_1803	Sacid_01772		1570415	1571125	+	TIGR00266 family protein	putative protein	Function Unknown	A0A0U3FQN1	NC_007181.1	Op1028
SACI_RS08640	Saci_1804	Saci_1804	Sacid_01773		1571433	1571771	-	DUF2173 family protein	hypothetical protein	Function Unknown	A0A0U2NBH2	NC_007181.1	Op1029
SACI_RS08645	Saci_1805	Saci_1805	Sacid_01774		1572053	1572943	+	Small-conductance mechanosensitive ion channel	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3HGZ4	NC_007181.1	Op1030
SACI_RS08650	abaF_3	Saci_1806	Sacid_01775		1573304	1574416	+	MFS transporter	Fosfomycin resistance protein AbaF	Carbohydrate transport and metabolism	A0A0U3FIH2	NC_007181.1	Op1031
SACI_RS08655	gloB_2	Saci_1807	Sacid_01776		1574483	1575154	-	MBL fold metallo-hydrolase	Hydroxyacylglutathione hydrolase	General Function Prediction Only	UPI000055273E	NC_007181.1	Op1032
SACI_RS08660	Saci_1808	Saci_1808	Sacid_01777		1575279	1576562	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FKC0	NC_007181.1	Op1033
SACI_RS08665	ecfT	Saci_1809	Sacid_01778		1576764	1577747	-	energy-coupling factor transporter transmembrane protein EcfT	Energy-coupling factor transporter transmembrane protein EcfT	Inorganic ion transport and metabolism	A0A0U3GP50	NC_007181.1	Op1034
SACI_RS08670	ykoD_2	Saci_1810	Sacid_01779		1577770	1579347	-	ABC transporter ATP-binding protein	Putative HMP/thiamine import ATP-binding protein YkoD	Inorganic ion transport and metabolism	A0A0U3GPV5	NC_007181.1	Op1034
SACI_RS08675	Saci_1811	Saci_1811	Sacid_01780		1579352	1580068	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GYA9	NC_007181.1	Op1034
SACI_RS08680	Saci_1812	Saci_1812	Sacid_01781		1580688	1580921	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H819	NC_007181.1	Op1035
SACI_RS08685	Saci_1813	Saci_1813	Sacid_01782		1580918	1581340	+	type II toxin-antitoxin system VapC family toxin	hypothetical protein	Defense mechanisms	A0A0U2VYN1	NC_007181.1	Op1035
SACI_RS08690	Saci_1814	Saci_1814	Sacid_01783		1581524	1581916	-	carboxymuconolactone decarboxylase family protein	hypothetical protein	Function Unknown	A0A0U3FRU5	NC_007181.1	Op1036
SACI_RS08695	Saci_1815	Saci_1815	Sacid_01784		1582040	1582345	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2YAY6	NC_007181.1	Op1037
SACI_RS08705	treH1	Saci_1816	Sacid_01785		1582631	1584307	-	Trehalase 1	Trehalase	Carbohydrate transport and metabolism	A0A2Z5U3T3	NC_007181.1	Op1038
SACI_RS08710	Saci_1817	Saci_1817	Sacid_01786		1584608	1585231	+	membrane protein	hypothetical protein	Function Unknown	A0A0U2WX77	NC_007181.1	Op1039
SACI_RS08715	Saci_1818	Saci_1818	Sacid_01787		1585617	1586756	-	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3H582	NC_007181.1	Op1040
SACI_RS08720	Saci_1819	Saci_1819	Sacid_01788		1586796	1587611	+	EamA family transporter	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3H762	NC_007181.1	Op1041
SACI_RS08725	mntH_1	Saci_1820	Sacid_01789		1587618	1588829	-	divalent metal cation transporter (Fe/Mg), ROS-related	Divalent metal cation transporter MntH	Inorganic ion transport and metabolism	A0A0U2NBG3	NC_007181.1	Op1042
SACI_RS08730	dps	Saci_1821	Sacid_01790		1588923	1589513	-	DNA polymerase, DNA protection protein DPS	hypothetical protein	General Function Prediction Only	A0A0U3HGY0	NC_007181.1	Op1043
SACI_RS08735	Saci_1822	Saci_1822	Sacid_01791		1589697	1590029	+	Rieske 2Fe-2S domain-containing protein (ferritin homolog), ROS-related	hypothetical protein	Inorganic ion transport and metabolism	A0A0U3FIG0	NC_007181.1	Op1044
SACI_RS08740	trxA	Saci_1823	Sacid_01792		1590068	1590493	-	thioredoxin, ROS-related	hypothetical protein	Posttranslational modification, protein turnover, chaperones	A0A0U3FA79	NC_007181.1	Op1045
SACI_RS08745	Saci_1824	Saci_1824	Sacid_01793		1590621	1591208	+	hypothetical protein	hypothetical protein	Nucleotide transport and metabolism	A0A0U3GMU6	NC_007181.1	Op1046
SACI_RS08750	Saci_1825	Saci_1825	Sacid_01794		1591473	1591985	+	DUF4382 domain-containing protein	hypothetical protein	Function Unknown	A0A0U3FC43	NC_007181.1	Op1047
SACI_RS08755	Saci_1826	Saci_1826	Sacid_01795		1592189	1592845	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GPT7	NC_007181.1	Op1048
SACI_RS08760	treT	Saci_1827	Sacid_01796		1592842	1594047	+	glycosyltransferring synthase	Trehalose synthase	Cell wall/membrane/envelope biogenesis	A0A0U3GY93	NC_007181.1	Op1048
SACI_RS08765	Saci_1828	Saci_1828	Sacid_01797		1594148	1595446	-	APC family permease	hypothetical protein	Amino acid transport and metabolism	A0A0U3GIU4	NC_007181.1	Op1049
SACI_RS08770	Saci_1829	Saci_1829	Sacid_01798		1595645	1595983	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H037	NC_007181.1	Op1050
SACI_RS08775	mhpC	Saci_1830	Sacid_01799		1596206	1596817	+	alpha/beta hydrolase	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase	General Function Prediction Only	A0A0U3GKG7	NC_007181.1	Op1051
SACI_RS08780	Saci_1831	Saci_1831	Sacid_01800		1596826	1597425	+	DUF2250 domain-containing protein	hypothetical protein	Function Unknown	UPI0002B29A10	NC_007181.1	Op1051
SACI_RS11705	SACI_RS11705				1597500	1597703	+	hypothetical protein		No arCOG annotation	A0A0U2Y3D2	NC_007181.1	Op1052
SACI_RS08785	Saci_1832	Saci_1832	Sacid_01801		1597685	1598296	-	YkgJ family cysteine cluster protein	hypothetical protein	General Function Prediction Only	A0A0U3H546	NC_007181.1	Op1053
SACI_RS08790	Saci_1833	Saci_1833	Sacid_01802		1598347	1598922	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H568	NC_007181.1	Op1054
SACI_RS08795	Saci_1834	Saci_1834	Sacid_01803		1598965	1599327	-	hypothetical protein	hypothetical protein	General Function Prediction Only	A0A0U3FQJ0	NC_007181.1	Op1055
SACI_RS08800	abaF_4	Saci_1835	Sacid_01804		1599696	1600976	+	MFS transporter	Fosfomycin resistance protein AbaF	Carbohydrate transport and metabolism	A0A0U2NBF2	NC_007181.1	Op1056
SACI_RS08805	hutI	Saci_1836	Sacid_01805		1600977	1602209	+	amidohydrolase family protein	Imidazolonepropionase	Secondary metabolites biosynthesis, transport and catabolism	A0A0U3HGW3	NC_007181.1	Op1056
SACI_RS08810	vioD	Saci_1837	Sacid_01806		1602333	1603421	+	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	Capreomycidine synthase	Amino acid transport and metabolism	A0A0U3FSG4	NC_007181.1	Op1057
SACI_RS08815	cutL_2	Saci_1838	Sacid_01807		1603570	1605627	-	xanthine dehydrogenase family protein molybdopterin-binding subunit	Carbon monoxide dehydrogenase large chain	Energy production and conversion	A0A0U2NCS8	NC_007181.1	Op1058
SACI_RS08820	Saci_1839	Saci_1839	Sacid_01808		1605917	1607575	+	anion permease	hypothetical protein	Inorganic ion transport and metabolism	A0A0U3GMT0	NC_007181.1	Op1059
SACI_RS08825	Saci_1840	Saci_1840	Sacid_01809		1607933	1608490	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FK79	NC_007181.1	Op1060
SACI_RS08830	Saci_1841	Saci_1841	Sacid_01810		1608625	1610133	+	cation:proton antiporter	hypothetical protein	Inorganic ion transport and metabolism	A0A0U3HIE2	NC_007181.1	Op1061
SACI_RS08835	Saci_1842	Saci_1842	Sacid_01811		1610285	1611094	+	PD-(D/E)XK nuclease family protein	hypothetical protein	Function Unknown	M1IX00	NC_007181.1	Op1062
SACI_RS11865	SACI_RS11865		Sacid_01812, Sacid_01813		1611244	1612227	-	cyclase family protein	hypothetical protein	Amino acid transport and metabolism		NC_007181.1	Op1063
SACI_RS08850	Saci_1845	Saci_1845	Sacid_01814		1612674	1613114	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H023	NC_007181.1	Op1064
SACI_RS08855	Saci_1846	Saci_1846	Sacid_01815		1613165	1616359	-	thermopsin	hypothetical protein	Amino acid transport and metabolism	A0A0U3GKG2	NC_007181.1	Op1065
SACI_RS08860	Saci_1847	Saci_1847	Sacid_01816		1616590	1617324	-	glutamine amidotransferase	hypothetical protein	General Function Prediction Only	A0A0U3FK00	NC_007181.1	Op1066
SACI_RS08865	proP_1	Saci_1848	Sacid_01817		1617462	1618676	-	MFS transporter	Proline/betaine transporter	Carbohydrate transport and metabolism	A0A0U2WVC1	NC_007181.1	Op1067
SACI_RS08870	bgaS	Saci_1849	Sacid_01818	bglA, lacS	1618954	1620429	+	glycoside hydrolase family 1 protein	Beta-glucosidase A	Carbohydrate transport and metabolism	M1IXB5	NC_007181.1	Op1068
SACI_RS08875	Saci_1850	Saci_1850	Sacid_01819		1620502	1621581	-	membrane protein	hypothetical protein	General Function Prediction Only	A0A0U2Y3B6	NC_007181.1	Op1069
SACI_RS08880	ytrA	Saci_1851	Sacid_01820		1621578	1621943	-	GntR family transcriptional regulator	hypothetical protein	Transcription	A0A0U2WX46	NC_007181.1	Op1069
SACI_RS08885	SACI_RS08885				1622179	1622406	+	hypothetical protein		No arCOG annotation	A0A0U3H556	NC_007181.1	Op1070
SACI_RS08890	Saci_1852	Saci_1852	Sacid_01821		1622707	1623654	+	hypothetical protein	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3FQH8	NC_007181.1	Op1071
SACI_RS08900	Saci_1853	Saci_1853	Sacid_01822		1623880	1626798	-	membrane protein	hypothetical protein	Function Unknown	A0A0U2NBE3	NC_007181.1	Op1072
SACI_RS08905	Saci_1854	Saci_1854	Sacid_01823		1626981	1627814	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FSE6	NC_007181.1	Op1073
SACI_RS08910	Saci_1855	Saci_1855	Sacid_01824		1628134	1629138	+	DUF973 family protein	hypothetical protein	Function Unknown	UPI000AB65531	NC_007181.1	Op1074
SACI_RS08915	Saci_1856	Saci_1856	Sacid_01826		1629734	1630903	+	DUF973 family protein	hypothetical protein	Function Unknown	A0A0U2NCR8	NC_007181.1	Op1075
SACI_RS08920	pchA	Saci_1857	Sacid_01827		1631234	1632679	-	aldehyde dehydrogenase family protein	4-hydroxybenzaldehyde dehydrogenase (NADP(+))	Energy production and conversion	A0A0U3HIL8	NC_007181.1	Op1076
SACI_RS08925	cbsA	Saci_1858	Sacid_01828		1633061	1634449	+	cytochrome b558/566 subunit A	hypothetical protein	Energy production and conversion	A0A0U3GMR5	NC_007181.1	Op1077
SACI_RS08930	cbsB	Saci_1859	Sacid_01829		1634446	1635378	+	cytochrome b558/566 subunit B	hypothetical protein	Energy production and conversion	A0A0U3FC13	NC_007181.1	Op1077
SACI_RS08935	soxL2	Saci_1860	Sacid_01830		1635417	1636394	+	Rieske iron-sulfur protein SoxL2	hypothetical protein	Energy production and conversion	A0A0U3GPQ9	NC_007181.1	Op1077
SACI_RS08940	soxN	Saci_1861	Sacid_01831	petB_1	1636440	1638038	+	cytochrome bc complex cytochrome b subunit SoxN	Cytochrome b6	Energy production and conversion	A0A0U3GR09	NC_007181.1	Op1078
SACI_RS08945	odsN	Saci_1862	Sacid_01832		1638022	1638354	+	antibiotic biosynthesis monooxygenase	hypothetical protein	General Function Prediction Only	UPI0002B26481	NC_007181.1	Op1078
SACI_RS08950	Saci_1863	Saci_1863	Sacid_01833		1638716	1639111	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HP26	NC_007181.1	Op1079
SACI_RS08955	Saci_1864	Saci_1864	Sacid_01834	cas6	1639369	1640214	-	CRISPR system precrRNA processing endoribonuclease RAMP protein Cas6	hypothetical protein	Defense mechanisms	A0A0U3GIS0	NC_007181.1	Op1080
SACI_RS08960	Saci_1865	Saci_1865	Sacid_01835		1640585	1641595	-	glycosyltransferase family 2 protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U2VYI5	NC_007181.1	Op1081
SACI_RS08965	SACI_RS08965		Sacid_01837		1641753	1642121	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GKE8	NC_007181.1	Op1082
SACI_RS08970	Saci_1866	Saci_1866	Sacid_01839		1642858	1643517	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2WVB9	NC_007181.1	Op1083
SACI_RS08975	Saci_1867	Saci_1867	Sacid_01840		1644024	1644833	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FTP9	NC_007181.1	Op1084
SACI_RS08980	SACI_RS08980				1644920	1645132	-	hypothetical protein		No arCOG annotation	A0A0U3H528	NC_007181.1	Op1085
SACI_RS08985	Saci_1868	Saci_1868	Sacid_01841		1645355	1645846	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2Y542	NC_007181.1	Op1086
SACI_RS08990	Saci_1869	Saci_1869	Sacid_01842		1646618	1648768	-	serine/threonine protein kinase	hypothetical protein	General Function Prediction Only	A0A0U3FQG3	NC_007181.1	Op1087
SACI_RS08995	SACI_RS08995		Sacid_01844		1649097	1649285	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2NB93	NC_007181.1	Op1088
SACI_RS09000	Saci_1871	Saci_1871	Sacid_01845		1649867	1650301	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FSC7	NC_007181.1	Op1089
SACI_RS09005	SACI_RS09005				1650312	1650539	+	hypothetical protein		No arCOG annotation	A0A0U3FIB9	NC_007181.1	Op1090
SACI_RS09010	cas3	Saci_1872	Sacid_01846		1659678	1661693	-	CRISPR-Cas system related helicase, Cas3	hypothetical protein	General Function Prediction Only	A0A0U3HIK3	NC_007181.1	Op1091
SACI_RS09015	csc1gr5	Saci_1873	Sacid_01847		1661804	1662571	-	CRISPR-associated protein, RAMP family Cas5 group	hypothetical protein	Defense mechanisms	A0A0U3GMQ3	NC_007181.1	Op1092
SACI_RS09020	cas7d	Saci_1874	Sacid_01848	csc2gr7	1662558	1663613	-	type I-D CRISPR-associated protein Cas7/Csc2	hypothetical protein	Transcription	A0A0U3FBZ6	NC_007181.1	Op1092
SACI_RS09025	cas10d	Saci_1875	Sacid_01849		1663610	1666210	-	CRISPR associated protein Cas10d, large subunit of Type I-D system effector complex	hypothetical protein	No arCOG annotation	A0A0U3GPP3	NC_007181.1	Op1092
SACI_RS09030	casR	Saci_1876	Sacid_01850		1666289	1666954	+	CRISPR-Cas associated transcriptional regulator	hypothetical protein	Transcription	A0A0U3GY43	NC_007181.1	Op1093
SACI_RS09035	Saci_1877	Saci_1877	Sacid_01851	cas6	1666935	1667798	+	CRISPR system precrRNA processing endoribonuclease RAMP protein Cas6	hypothetical protein	Defense mechanisms	A0A0U3H7V0	NC_007181.1	Op1093
SACI_RS09040	Saci_1879	Saci_1879		cas2	1668306	1668596	+	CRISPR-associated endonuclease Cas2		Defense mechanisms	A0A0U3GZY9	NC_007181.1	Op1094
SACI_RS09045	Saci_1880	Saci_1880	Sacid_01852	cas4	1668607	1669086	+	CRISPR-associated protein Cas4	hypothetical protein	No arCOG annotation	UPI0002B28E9F	NC_007181.1	Op1094
SACI_RS09050	Saci_1881	Saci_1881	Sacid_01853	cas1	1669823	1670740	-	CRISPR-associated endonuclease Cas1	CRISPR-associated endonuclease Cas1	Defense mechanisms	A0A0U2W0S6	NC_007181.1	Op1095
SACI_RS09055	Saci_1882	Saci_1882	Sacid_01854		1676838	1677062	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2Y386	NC_007181.1	Op1096
SACI_RS09060	Saci_1883	Saci_1883	Sacid_01855		1677052	1677447	+	twitching motility protein PilT	hypothetical protein	Defense mechanisms	A0A0U2WX17	NC_007181.1	Op1096
SACI_RS09065	Saci_1884	Saci_1884	Sacid_01857		1677929	1678819	-	DUF1177 domain-containing protein	hypothetical protein	Function Unknown	A0A0U3H512	NC_007181.1	Op1097
SACI_RS09070	Saci_1885	Saci_1885	Sacid_01858		1678816	1680063	-	FAD-binding oxidoreductase	hypothetical protein	Energy production and conversion	A0A0U3FQF0	NC_007181.1	Op1097
SACI_RS09075	SACI_RS09075		Sacid_01859		1680334	1680588	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3H6Y4	NC_007181.1	Op1098
SACI_RS11985	Saci_1886	Saci_1886	Sacid_01860		1680857	1682047	-	hypothetical protein	hypothetical protein	Amino acid transport and metabolism	A0A0U3FSB6	NC_007181.1	Op1099
SACI_RS09085	Saci_1887	Saci_1887	Sacid_01861		1682917	1684107	+	ATP-binding protein	hypothetical protein	General Function Prediction Only	A0A0U2NCP7	NC_007181.1	Op1100
SACI_RS09090	Saci_1888	Saci_1888	Sacid_01862		1684094	1684540	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FA21	NC_007181.1	Op1100
SACI_RS11715	SACI_RS11715		Sacid_01864		1684788	1686024	+	ATP-binding protein	hypothetical protein	General Function Prediction Only		NC_007181.1	Op1101
SACI_RS09105	Saci_1891	Saci_1891	Sacid_01865		1686232	1686642	+	hypothetical protein	hypothetical protein	General Function Prediction Only	A0A0U3H5S1	NC_007181.1	Op1102
SACI_RS09110	Saci_1892	Saci_1892	Sacid_01866		1686895	1687158	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GY33	NC_007181.1	Op1103
SACI_RS09115	Saci_1893	Saci_1893	Sacid_01867	csm3gr7	1687155	1688339	+	CRISPR/Cas system, Sulfolobus-specific Type III Cas7 group	hypothetical protein	Defense mechanisms	A0A0U3GIP5	NC_007181.1	Op1103
SACI_RS09120	Saci_1895	Saci_1895	Sacid_01868		1688336	1688653	+	clan AA aspartic protease, part of CRISPR/Cas system, Sulfolobus-specific Type III	hypothetical protein	Function Unknown	A0A0U3GZX2	NC_007181.1	Op1103
SACI_RS09125	Saci_1896	Saci_1896	Sacid_01869	csm3gr7	1688650	1689336	+	CRISPR/Cas system, Sulfolobus-specific Type III Cas7 group	hypothetical protein	Defense mechanisms	A0A0U3FRL5	NC_007181.1	Op1103
SACI_RS09130	csx26	Saci_1897	Sacid_01870		1689322	1689693	-	CRISPR/Cas system, Sulfolobus-specific Type III	hypothetical protein	No arCOG annotation	A0A0U3FQN9	NC_007181.1	Op1104
SACI_RS09135	csm4gr5	Saci_1898	Sacid_01871		1689690	1690427	-	CRISPR/Cas system, Sulfolobus-specific Type III	hypothetical protein	Function Unknown	A0A0U2W0R4	NC_007181.1	Op1104
SACI_RS09140	cas10	Saci_1899	Sacid_01872		1690424	1693081	-	Cas10, Sulfolobus-specific Type III system	hypothetical protein	Function Unknown	A0A0U2Y373	NC_007181.1	Op1104
SACI_RS09145	menG	Saci_1900	Sacid_01873		1694037	1694750	+	class I SAM-dependent methyltransferase	Demethylmenaquinone methyltransferase	Coenzyme transport and metabolism	A0A0U2WX09	NC_007181.1	Op1105
SACI_RS09155	Saci_1901	Saci_1901	Sacid_01875		1696766	1697422	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FQD7	NC_007181.1	Op1106
SACI_RS09160	tsaA	Saci_1902	Sacid_01876		1697964	1698386	+	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	hypothetical protein	Function Unknown	A0A0U3GVE6	NC_007181.1	Op1107
SACI_RS09165	Saci_1903	Saci_1903	Sacid_01877		1698637	1699764	-	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3HGR1	NC_007181.1	Op1108
SACI_RS09170	mshA_2	Saci_1904	Sacid_01878		1700297	1701406	-	glycosyltransferase family 4 protein	D-inositol-3-phosphate glycosyltransferase	Cell wall/membrane/envelope biogenesis	Q4J7M4	NC_007181.1	Op1109
SACI_RS11940	SACI_RS11940				1701777	1702049	+	hypothetical protein		No arCOG annotation	UPI0002B260AD	NC_007181.1	Op1110
SACI_RS09180	Saci_1906	Saci_1906	Sacid_01880		1703744	1705636	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GZT1	NC_007181.1	Op1111
SACI_RS09185	bshA	Saci_1907	Sacid_01881		1706780	1707844	+	glycosyltransferase family 4 protein	N-acetyl-alpha-D-glucosaminyl L-malate synthase	Cell wall/membrane/envelope biogenesis	M1J0E7	NC_007181.1	Op1112
SACI_RS09190	Saci_1908	Saci_1908	Sacid_01882		1707990	1709516	+	putative membrane protein exhibiting 15 transmembrane segments	hypothetical protein	No arCOG annotation	A0A0U3GMM6	NC_007181.1	Op1113
SACI_RS09195	Saci_1909	Saci_1909	Sacid_01883		1709614	1710348	+	glycosyltransferase	hypothetical protein	Cell wall/membrane/envelope biogenesis	M1IT63	NC_007181.1	Op1114
SACI_RS09200	Saci_1910	Saci_1910	Sacid_01884		1710351	1711319	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GK94	NC_007181.1	Op1115
SACI_RS09205	Saci_1911	Saci_1911	Sacid_01885		1711453	1712238	+	glycosyltransferase family 2 protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3GNW5	NC_007181.1	Op1116
SACI_RS09210	Saci_1912	Saci_1912	Sacid_01886		1712336	1714591	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2W0L5	NC_007181.1	Op1117
SACI_RS09215	Saci_1913	Saci_1913	Sacid_01887		1714741	1715088	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3H5Q5	NC_007181.1	Op1118
