locus_tag	refseq	start	end	strand	gene_name	old_locus_tag	prokka_locus_tag	synonyms	gene_product	gene_product_prokka	ncbi_protein
SACI_RS09135	NC_007181.1	1689690.0	1690427.0	-	Saci_1898	Saci_1898	Sacid_01871		hypothetical protein	hypothetical protein	WP_011278703.1
SACI_RS09140	NC_007181.1	1690424.0	1693081.0	-	Saci_1899	Saci_1899	Sacid_01872		hypothetical protein	hypothetical protein	WP_011278704.1
SACI_RS09145	NC_007181.1	1694037.0	1694750.0	+	menG	Saci_1900	Sacid_01873		class I SAM-dependent methyltransferase	Demethylmenaquinone methyltransferase	WP_015385709.1
SACI_RS09155	NC_007181.1	1696766.0	1697422.0	+	Saci_1901	Saci_1901	Sacid_01875		hypothetical protein	hypothetical protein	WP_011278706.1
SACI_RS09160	NC_007181.1	1697964.0	1698386.0	+	tsaA	Saci_1902	Sacid_01876		tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	hypothetical protein	WP_011278707.1
SACI_RS09165	NC_007181.1	1698637.0	1699764.0	-	Saci_1903	Saci_1903	Sacid_01877		MFS transporter	hypothetical protein	WP_011278708.1
SACI_RS09170	NC_007181.1	1700297.0	1701406.0	-	mshA_2	Saci_1904	Sacid_01878		glycosyltransferase family 4 protein	D-inositol-3-phosphate glycosyltransferase	WP_011278709.1
SACI_RS11940	NC_007181.1	1701777.0	1702049.0	+	SACI_RS11940				hypothetical protein		WP_015385711.1
SACI_RS09180	NC_007181.1	1703744.0	1705636.0	-	Saci_1906	Saci_1906	Sacid_01880		hypothetical protein	hypothetical protein	WP_015385712.1
SACI_RS09185	NC_007181.1	1706780.0	1707844.0	+	bshA	Saci_1907	Sacid_01881		glycosyltransferase family 4 protein	N-acetyl-alpha-D-glucosaminyl L-malate synthase	WP_011278712.1
SACI_RS09190	NC_007181.1	1707990.0	1709516.0	+	Saci_1908	Saci_1908	Sacid_01882		hypothetical protein	hypothetical protein	WP_011278713.1
SACI_RS09195	NC_007181.1	1709614.0	1710348.0	+	Saci_1909	Saci_1909	Sacid_01883		glycosyltransferase	hypothetical protein	WP_011278714.1
SACI_RS09200	NC_007181.1	1710351.0	1711319.0	-	Saci_1910	Saci_1910	Sacid_01884		hypothetical protein	hypothetical protein	WP_015385714.1
SACI_RS09205	NC_007181.1	1711453.0	1712238.0	+	Saci_1911	Saci_1911	Sacid_01885		glycosyltransferase family 2 protein	hypothetical protein	WP_011278716.1
SACI_RS09210	NC_007181.1	1712336.0	1714591.0	-	Saci_1912	Saci_1912	Sacid_01886		hypothetical protein	hypothetical protein	WP_015385715.1
SACI_RS09215	NC_007181.1	1714741.0	1715088.0	-	Saci_1913	Saci_1913	Sacid_01887		hypothetical protein	hypothetical protein	WP_015385716.1
SACI_RS09220	NC_007181.1	1715286.0	1716353.0	+	mshA_3	Saci_1914	Sacid_01888		glycosyltransferase	D-inositol-3-phosphate glycosyltransferase	WP_011278719.1
SACI_RS09225	NC_007181.1	1716446.0	1717402.0	-	Saci_1915	Saci_1915	Sacid_01889		glycosyltransferase family 2 protein	hypothetical protein	WP_011278720.1
SACI_RS09230	NC_007181.1	1717417.0	1718739.0	-	mshA_4	Saci_1916	Sacid_01890		glycosyltransferase	D-inositol-3-phosphate glycosyltransferase	WP_015385717.1
SACI_RS09235	NC_007181.1	1718771.0	1721044.0	-	Saci_1917	Saci_1917	Sacid_01891		hypothetical protein	hypothetical protein	WP_011278722.1
SACI_RS09240	NC_007181.1	1721168.0	1721947.0	+	Saci_1918	Saci_1918	Sacid_01892		FkbM family methyltransferase	hypothetical protein	WP_011278723.1
SACI_RS09245	NC_007181.1	1722653.0	1724938.0	+	Saci_1919	Saci_1919	Sacid_01893		DUF2079 domain-containing protein	hypothetical protein	WP_015385718.1
SACI_RS09250	NC_007181.1	1725044.0	1727362.0	-	Saci_1920	Saci_1920	Sacid_01894		DUF2079 domain-containing protein	hypothetical protein	WP_015385719.1
SACI_RS09255	NC_007181.1	1729694.0	1730845.0	-	mshA_5	Saci_1921	Sacid_01897		glycosyltransferase family 4 protein	D-inositol-3-phosphate glycosyltransferase	WP_011278726.1
SACI_RS09260	NC_007181.1	1731075.0	1732388.0	+	Saci_1922	Saci_1922	Sacid_01898		glycosyltransferase family 4 protein	hypothetical protein	WP_011278727.1
SACI_RS09265	NC_007181.1	1732671.0	1733780.0	+	glgA_2	Saci_1923	Sacid_01899		glycosyltransferase	Glycogen synthase	WP_011278728.1
SACI_RS09270	NC_007181.1	1734304.0	1734618.0	+	Saci_1924	Saci_1924	Sacid_01901		hypothetical protein	hypothetical protein	WP_011278729.1
SACI_RS09275	NC_007181.1	1734967.0	1735197.0	-	SACI_RS09275		Sacid_01903		hypothetical protein	hypothetical protein	WP_015385723.1
SACI_RS09280	NC_007181.1	1735255.0	1735434.0	-	SACI_RS09280		Sacid_01904		hypothetical protein	hypothetical protein	WP_015385724.1
SACI_RS11720	NC_007181.1	1735450.0	1735659.0	-	SACI_RS11720		Sacid_01905		alkaline phosphatase family protein	hypothetical protein	WP_015385725.1
SACI_RS09285	NC_007181.1	1735733.0	1736473.0	-	cysH_1	Saci_1925	Sacid_01906		phosphoadenosine phosphosulfate reductase family protein	Phosphoadenosine phosphosulfate reductase	WP_080504028.1
SACI_RS09290	NC_007181.1	1737837.0	1738394.0	-	Saci_1926	Saci_1926	Sacid_01907		hypothetical protein	hypothetical protein	WP_011278731.1
SACI_RS09295	NC_007181.1	1738494.0	1738892.0	-	Saci_1927	Saci_1927	Sacid_01908		glycosyltransferase	hypothetical protein	WP_011278732.1
SACI_RS09300	NC_007181.1	1739123.0	1739647.0	+	Saci_1928	Saci_1928	Sacid_01909		hypothetical protein	hypothetical protein	WP_011278733.1
SACI_RS09305	NC_007181.1	1739634.0	1739975.0	+	Saci_1929	Saci_1929	Sacid_01910		HEPN domain-containing protein	hypothetical protein	WP_011278734.1
SACI_RS09310	NC_007181.1	1740627.0	1741877.0	-	Saci_1930	Saci_1930	Sacid_01912		ATP-binding protein	hypothetical protein	WP_011278735.1
SACI_RS09315	NC_007181.1	1742374.0	1742790.0	+	Saci_1931	Saci_1931	Sacid_01913		hypothetical protein	hypothetical protein	WP_011278736.1
SACI_RS09320	NC_007181.1	1743440.0	1743625.0	-	Saci_1932	Saci_1932	Sacid_01916		hypothetical protein	hypothetical protein	WP_011278737.1
SACI_RS09325	NC_007181.1	1743815.0	1744156.0	-	Saci_1933	Saci_1933	Sacid_01917		hypothetical protein	hypothetical protein	WP_011278738.1
SACI_RS11725	NC_007181.1	1744706.0	1744900.0	+	SACI_RS11725				hypothetical protein		WP_015385731.1
SACI_RS09330	NC_007181.1	1745193.0	1746188.0	-	norW_2	Saci_1934	Sacid_01919		FAD-dependent oxidoreductase	Nitric oxide reductase FlRd-NAD(+) reductase	WP_011278739.1
SACI_RS09335	NC_007181.1	1746190.0	1747839.0	-	ydaP	Saci_1935	Sacid_01920		pyruvate oxidase	Putative thiamine pyrophosphate-containing protein YdaP	WP_011278740.1
SACI_RS09340	NC_007181.1	1748008.0	1748289.0	+	Saci_1936	Saci_1936	Sacid_01921		hypothetical protein	hypothetical protein	WP_015385732.1
SACI_RS09345	NC_007181.1	1748267.0	1748662.0	+	Saci_1937	Saci_1937	Sacid_01922		type II toxin-antitoxin system VapC family toxin	hypothetical protein	WP_011278742.1
SACI_RS09350	NC_007181.1	1748995.0	1750431.0	-	aldHT_2	Saci_1938	Sacid_01923		aldehyde dehydrogenase family protein	"Aldehyde dehydrogenase, thermostable"	WP_011278743.1
SACI_RS09355	NC_007181.1	1750538.0	1751416.0	+	Saci_1939	Saci_1939	Sacid_01924		fumarylacetoacetate hydrolase family protein	hypothetical protein	WP_011278744.1
SACI_RS09360	NC_007181.1	1751553.0	1752071.0	-	laaA	Saci_1940	Sacid_01925		proline iminopeptidase-family hydrolase	L-amino acid amidase	WP_011278745.1
SACI_RS09365	NC_007181.1	1752082.0	1753335.0	-	tnpB	Saci_1941	Sacid_01926		IS200/IS605 family element transposase accessory protein TnpB	IS607 family transposase ISSto13	WP_011278746.1
SACI_RS09370	NC_007181.1	1753532.0	1753918.0	-	pip	Saci_1942	Sacid_01927		alpha/beta fold hydrolase	Proline iminopeptidase	WP_011278747.1
SACI_RS11500	NC_007181.1	1754145.0	1754933.0	+	SACI_RS11500		Sacid_01928		hypothetical protein	hypothetical protein	WP_052283899.1
SACI_RS09380	NC_007181.1	1755149.0	1756606.0	-	xylE_1	Saci_1943	Sacid_01929		sugar porter family MFS transporter	D-xylose-proton symporter	WP_011278748.1
SACI_RS09385	NC_007181.1	1756984.0	1757544.0	-	satP	Saci_1944	Sacid_01930		hypothetical protein	Succinate-acetate/proton symporter SatP	WP_011278749.1
SACI_RS09390	NC_007181.1	1757884.0	1758276.0	-	Saci_1945	Saci_1945	Sacid_01931		PIN domain-containing protein	hypothetical protein	WP_015385735.1
SACI_RS09395	NC_007181.1	1758283.0	1758555.0	-	Saci_1946	Saci_1946	Sacid_01932		hypothetical protein	hypothetical protein	WP_011278751.1
SACI_RS09400	NC_007181.1	1759516.0	1759740.0	+	Saci_1947	Saci_1947	Sacid_01934		hypothetical protein	hypothetical protein	WP_011278752.1
SACI_RS09405	NC_007181.1	1759822.0	1760028.0	+	SACI_RS09405		Sacid_01935		hypothetical protein	hypothetical protein	WP_015385736.1
SACI_RS11990	NC_007181.1	1760019.0	1760123.0	+	SACI_RS11990				type II toxin-antitoxin system VapC family toxin		WP_147127867.1
SACI_RS09410	NC_007181.1	1760591.0	1761829.0	-	Saci_1948	Saci_1948	Sacid_01936		MFS transporter	hypothetical protein	WP_011278753.1
SACI_RS09415	NC_007181.1	1762556.0	1763086.0	+	Saci_1949	Saci_1949	Sacid_01937		PaREP1 family protein	hypothetical protein	WP_011278754.1
SACI_RS09420	NC_007181.1	1763695.0	1764372.0	-	Saci_1950	Saci_1950	Sacid_01938		hypothetical protein	hypothetical protein	WP_011278755.1
SACI_RS09430	NC_007181.1	1765335.0	1765583.0	+	Saci_1952	Saci_1952	Sacid_01939		hypothetical protein	hypothetical protein	WP_011278757.1
SACI_RS09435	NC_007181.1	1765576.0	1765995.0	+	Saci_1953	Saci_1953	Sacid_01940		PIN domain-containing protein	hypothetical protein	WP_011278758.1
SACI_RS09440	NC_007181.1	1766204.0	1766599.0	-	vapC_2	Saci_1954	Sacid_01941		PIN domain-containing protein	tRNA(fMet)-specific endonuclease VapC	WP_011278759.1
SACI_RS09445	NC_007181.1	1766583.0	1766810.0	-	Saci_1955	Saci_1955	Sacid_01942		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	WP_011278760.1
SACI_RS09450	NC_007181.1	1766910.0	1767353.0	-	slyA	Saci_1956	Sacid_01943		MarR family transcriptional regulator	Transcriptional regulator SlyA	WP_011278761.1
SACI_RS09455	NC_007181.1	1767340.0	1769043.0	-	mdtD_2	Saci_1957	Sacid_01944		MFS transporter	Putative multidrug resistance protein MdtD	WP_011278762.1
SACI_RS09460	NC_007181.1	1769620.0	1770117.0	+	Saci_1958	Saci_1958	Sacid_01945		hypothetical protein	hypothetical protein	WP_011278763.1
SACI_RS09465	NC_007181.1	1770138.0	1770809.0	+	Saci_1959	Saci_1959	Sacid_01946		hypothetical protein	hypothetical protein	WP_015385737.1
SACI_RS11995	NC_007181.1	1770815.0	1771582.0	+	Saci_1960	Saci_1960	Sacid_01947		hypothetical protein	hypothetical protein	WP_011278765.1
SACI_RS09475	NC_007181.1	1771579.0	1772433.0	+	btuD_9	Saci_1961	Sacid_01948		ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	WP_011278766.1
SACI_RS09480	NC_007181.1	1772405.0	1772992.0	+	Saci_1962	Saci_1962	Sacid_01949		hypothetical protein	hypothetical protein	WP_011278767.1
SACI_RS09485	NC_007181.1	1773315.0	1773644.0	+	Saci_1963	Saci_1963	Sacid_01951		Rieske (2Fe-2S) protein	hypothetical protein	WP_011278768.1
SACI_RS09490	NC_007181.1	1773811.0	1774071.0	+	Saci_1964	Saci_1964	Sacid_01952		hypothetical protein	hypothetical protein	WP_011278769.1
SACI_RS09495	NC_007181.1	1774515.0	1775249.0	+	fabG_6	Saci_1965	Sacid_01953		beta-ketoacyl-ACP reductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	WP_011278770.1
SACI_RS09500	NC_007181.1	1775246.0	1776781.0	+	lcfB_1	Saci_1966	Sacid_01954		AMP-binding protein	Long-chain-fatty-acid--CoA ligase	WP_011278771.1
SACI_RS09505	NC_007181.1	1776768.0	1777886.0	+	gci	Saci_1967	Sacid_01955		mandelate racemase/muconate lactonizing enzyme family protein	D-galactarolactone cycloisomerase	WP_011278772.1
SACI_RS09510	NC_007181.1	1777888.0	1779048.0	+	Saci_1968	Saci_1968	Sacid_01956		thiolase family protein	hypothetical protein	WP_011278773.1
SACI_RS09515	NC_007181.1	1779041.0	1779385.0	+	Saci_1969	Saci_1969	Sacid_01957		hypothetical protein	hypothetical protein	WP_011278774.1
SACI_RS09520	NC_007181.1	1779782.0	1780024.0	+	Saci_1970	Saci_1970	Sacid_01958		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	WP_011278775.1
SACI_RS12000	NC_007181.1	1780130.0	1780285.0	+	SACI_RS12000		Sacid_01959		hypothetical protein	hypothetical protein	WP_162465564.1
SACI_RS09525	NC_007181.1	1780729.0	1782069.0	+	Saci_1972	Saci_1972	Sacid_01960		APC family permease	hypothetical protein	WP_011278776.1
SACI_RS09530	NC_007181.1	1782228.0	1784474.0	+	Saci_1973	Saci_1973	Sacid_01961		MMPL family transporter	hypothetical protein	WP_011278777.1
SACI_RS09535	NC_007181.1	1784778.0	1785683.0	-	Saci_1974	Saci_1974	Sacid_01962		hypothetical protein	hypothetical protein	WP_011278778.1
SACI_RS09540	NC_007181.1	1787219.0	1787317.0	+	SACI_RS09540		Sacid_01963		hypothetical protein	hypothetical protein	WP_015385740.1
SACI_RS09545	NC_007181.1	1788086.0	1788946.0	+	Saci_1975	Saci_1975	Sacid_01964		site-specific DNA-methyltransferase	hypothetical protein	WP_011278779.1
SACI_RS09550	NC_007181.1	1788954.0	1790069.0	+	Saci_1976	Saci_1976	Sacid_01965		hypothetical protein	hypothetical protein	WP_011278780.1
SACI_RS09555	NC_007181.1	1790751.0	1790999.0	-	SACI_RS09555		Sacid_01966		hypothetical protein	hypothetical protein	WP_015385742.1
SACI_RS09560	NC_007181.1	1791620.0	1792051.0	+	Saci_1977	Saci_1977	Sacid_01967		HEPN domain-containing protein	hypothetical protein	WP_011278781.1
SACI_RS09565	NC_007181.1	1792029.0	1792373.0	+	Saci_1978	Saci_1978	Sacid_01968		nucleotidyltransferase domain-containing protein	hypothetical protein	WP_011278782.1
SACI_RS09570	NC_007181.1	1792832.0	1794064.0	-	Saci_1979	Saci_1979	Sacid_01969		helix-turn-helix domain-containing protein	hypothetical protein	WP_011278783.1
SACI_RS09575	NC_007181.1	1795356.0	1795592.0	+	Saci_1980	Saci_1980	Sacid_01970		hypothetical protein	hypothetical protein	WP_011278784.1
SACI_RS09580	NC_007181.1	1795579.0	1795983.0	+	Saci_1981	Saci_1981	Sacid_01971		type II toxin-antitoxin system VapC family toxin	hypothetical protein	WP_011278785.1
SACI_RS09585	NC_007181.1	1796696.0	1797802.0	-	Saci_1982	Saci_1982	Sacid_01972		hypothetical protein	hypothetical protein	WP_011278786.1
SACI_RS09590	NC_007181.1	1798026.0	1798400.0	-	Saci_1983	Saci_1983	Sacid_01973		hypothetical protein	hypothetical protein	WP_011278787.1
SACI_RS09595	NC_007181.1	1799402.0	1799665.0	+	Saci_1984	Saci_1984	Sacid_01974		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	WP_015385745.1
SACI_RS09600	NC_007181.1	1799655.0	1800041.0	+	Saci_1985	Saci_1985	Sacid_01975		type II toxin-antitoxin system VapC family toxin	hypothetical protein	WP_011278789.1
SACI_RS09605	NC_007181.1	1800311.0	1800781.0	+	Saci_1986	Saci_1986	Sacid_01976		hypothetical protein	hypothetical protein	WP_011278790.1
SACI_RS09610	NC_007181.1	1800804.0	1801706.0	+	Saci_1987	Saci_1987	Sacid_01977		CRISPR-associated DxTHG motif protein	hypothetical protein	WP_011278791.1
SACI_RS11735	NC_007181.1	1801913.0	1802144.0	+	SACI_RS11735				DUF4145 domain-containing protein		
SACI_RS11880	NC_007181.1	1802184.0	1802258.0	+	SACI_RS11880				PIN domain nuclease		
SACI_RS09615	NC_007181.1	1802907.0	1804157.0	-	Saci_1988	Saci_1988	Sacid_01979		hypothetical protein	hypothetical protein	WP_015385748.1
SACI_RS09620	NC_007181.1	1804174.0	1805922.0	-	Saci_1989	Saci_1989	Sacid_01980		AAA family ATPase	hypothetical protein	WP_011278793.1
SACI_RS09625	NC_007181.1	1806737.0	1807546.0	-	Saci_1990	Saci_1990	Sacid_01982		hypothetical protein	hypothetical protein	WP_011278794.1
SACI_RS09630	NC_007181.1	1808144.0	1809382.0	+	Saci_1991	Saci_1991	Sacid_01983		ATP-binding protein	hypothetical protein	WP_011278795.1
SACI_RS09635	NC_007181.1	1809967.0	1810347.0	-	Saci_1992	Saci_1992	Sacid_01984		winged helix-turn-helix transcriptional regulator	hypothetical protein	WP_011278796.1
SACI_RS09640	NC_007181.1	1810423.0	1810956.0	+	Saci_1993	Saci_1993	Sacid_01985		DUF973 family protein	hypothetical protein	WP_011278797.1
SACI_RS09645	NC_007181.1	1811358.0	1811666.0	-	Saci_1994	Saci_1994	Sacid_01986		hypothetical protein	hypothetical protein	WP_011278798.1
SACI_RS09650	NC_007181.1	1811691.0	1813018.0	-	SACI_RS09650		Sacid_01987		ATP-binding protein	hypothetical protein	
SACI_RS09655	NC_007181.1	1813650.0	1814243.0	+	Saci_1998	Saci_1998	Sacid_01991		hypothetical protein	hypothetical protein	WP_011278799.1
SACI_RS09660	NC_007181.1	1814254.0	1815237.0	+	Saci_1999	Saci_1999	Sacid_01992		hypothetical protein	hypothetical protein	WP_015385750.1
SACI_RS09665	NC_007181.1	1815241.0	1816053.0	+	btuD_10	Saci_2000	Sacid_01993		ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	WP_011278801.1
SACI_RS09670	NC_007181.1	1816157.0	1816741.0	+	Saci_2001	Saci_2001	Sacid_01994		hypothetical protein	hypothetical protein	WP_015385751.1
SACI_RS09675	NC_007181.1	1817055.0	1817375.0	-	Saci_2002	Saci_2002	Sacid_01995		hypothetical protein	hypothetical protein	WP_011278803.1
SACI_RS09680	NC_007181.1	1817476.0	1817721.0	-	Saci_2003	Saci_2003	Sacid_01996		hypothetical protein	hypothetical protein	WP_015385752.1
SACI_RS11740	NC_007181.1	1818109.0	1818300.0	-	SACI_RS11740				hypothetical protein		WP_015385753.1
SACI_RS09685	NC_007181.1	1818507.0	1819094.0	-	Saci_2004	Saci_2004	Sacid_01997		hypothetical protein	hypothetical protein	WP_015385754.1
SACI_RS09690	NC_007181.1	1819081.0	1819281.0	-	SACI_RS09690				hypothetical protein		WP_015385755.1
SACI_RS09695	NC_007181.1	1819329.0	1819727.0	+	Saci_2005	Saci_2005	Sacid_01998		helix-turn-helix domain-containing protein	hypothetical protein	WP_011278806.1
SACI_RS09700	NC_007181.1	1819708.0	1820253.0	+	Saci_2006	Saci_2006	Sacid_01999		hypothetical protein	hypothetical protein	WP_011278807.1
SACI_RS12005	NC_007181.1	1820330.0	1821373.0	-	Saci_2007	Saci_2007	Sacid_02000		hypothetical protein	hypothetical protein	WP_011278808.1
SACI_RS09710	NC_007181.1	1821722.0	1822534.0	-	cas6	Saci_2008	Sacid_02001		CRISPR-associated endoribonuclease Cas6	hypothetical protein	WP_011278809.1
SACI_RS09715	NC_007181.1	1822930.0	1823295.0	+	Saci_2009	Saci_2009	Sacid_02002		hypothetical protein	hypothetical protein	WP_011278810.1
SACI_RS11750	NC_007181.1	1823328.0	1823594.0	-	SACI_RS11750				hypothetical protein		WP_015385757.1
SACI_RS09720	NC_007181.1	1824407.0	1824703.0	-	cas2	Saci_2010	Sacid_02003		CRISPR-associated endonuclease Cas2	CRISPR-associated endoribonuclease Cas2	WP_011278811.1
SACI_RS09725	NC_007181.1	1824710.0	1825615.0	-	cas1-1	Saci_2011	Sacid_02004	cas1	CRISPR-associated endonuclease Cas1	CRISPR-associated endonuclease Cas1 1	WP_011278812.1
SACI_RS09730	NC_007181.1	1827072.0	1827638.0	-	cas4		"Sacid_02005, Sacid_02006"		CRISPR-associated protein Cas4	hypothetical protein	
SACI_RS09735	NC_007181.1	1828174.0	1829049.0	-	cas4a		"Sacid_02007, Sacid_02008"		type I-A CRISPR-associated protein Cas4/Csa1	hypothetical protein	
SACI_RS11955	NC_007181.1	1829337.0	1829474.0	+	SACI_RS11955				hypothetical protein		WP_155589491.1
SACI_RS09740	NC_007181.1	1830318.0	1831514.0	-	Saci_2016	Saci_2016	Sacid_02009		hypothetical protein	hypothetical protein	WP_015385758.1
SACI_RS09745	NC_007181.1	1831633.0	1832109.0	+	sixA	Saci_2017	Sacid_02010		phosphohistidine phosphatase SixA	Phosphohistidine phosphatase SixA	WP_011278815.1
SACI_RS09750	NC_007181.1	1832110.0	1833345.0	+	ppx	Saci_2018	Sacid_02011		Ppx/GppA family phosphatase	Exopolyphosphatase	WP_011278816.1
SACI_RS09755	NC_007181.1	1833342.0	1833983.0	+	tmk_2	Saci_2019	Sacid_02012	tmk	dTMP kinase	Thymidylate kinase	WP_011278817.1
SACI_RS09760	NC_007181.1	1833962.0	1834594.0	+	tmk_3	Saci_2020	Sacid_02013		thymidylate kinase	Thymidylate kinase	WP_011278818.1
SACI_RS09765	NC_007181.1	1834584.0	1835204.0	+	Saci_2021	Saci_2021	Sacid_02014		hypothetical protein	hypothetical protein	WP_011278819.1
SACI_RS09770	NC_007181.1	1835546.0	1835902.0	+	SACI_RS09770		Sacid_02015		hypothetical protein	hypothetical protein	WP_015385759.1
SACI_RS09775	NC_007181.1	1835913.0	1836542.0	+	Saci_2022	Saci_2022	Sacid_02016		IS607 family transposase	putative protein	WP_011278820.1
SACI_RS09780	NC_007181.1	1836532.0	1837788.0	+	tnpB	Saci_2023	Sacid_02017		IS200/IS605 family element transposase accessory protein TnpB	IS607 family transposase ISSto13	WP_011278821.1
SACI_RS09785	NC_007181.1	1838017.0	1838490.0	-	Saci_2024	Saci_2024	Sacid_02018		hypothetical protein	hypothetical protein	WP_011278822.1
SACI_RS09790	NC_007181.1	1838949.0	1840031.0	+	Saci_2025	Saci_2025	Sacid_02019		"ATPase, ATP-binding protein"	hypothetical protein	WP_011278823.1
SACI_RS09795	NC_007181.1	1840247.0	1841509.0	+	cpoB	Saci_2026	Sacid_02020		tetratricopeptide repeat protein	Cell division coordinator CpoB	WP_015385760.1
SACI_RS09800	NC_007181.1	1841968.0	1842891.0	+	Saci_2027	Saci_2027	Sacid_02021		glycosyltransferase family 2 protein	hypothetical protein	WP_011278825.1
SACI_RS09805	NC_007181.1	1842996.0	1844063.0	-	hoxN	Saci_2028	Sacid_02022		HoxN/HupN/NixA family nickel/cobalt transporter	High-affinity nickel transport protein	WP_011278826.1
SACI_RS09810	NC_007181.1	1844646.0	1844897.0	+	Saci_2029	Saci_2029	Sacid_02023		hypothetical protein	hypothetical protein	WP_011278827.1
SACI_RS09815	NC_007181.1	1844869.0	1845270.0	+	vapC_3	Saci_2030	Sacid_02024		PIN domain-containing protein	tRNA(fMet)-specific endonuclease VapC	WP_011278828.1
SACI_RS11895	NC_007181.1	1845291.0	1845724.0	+	SACI_RS11895				AMP-binding protein		
SACI_RS09820	NC_007181.1	1845717.0	1846163.0	-	Saci_2031	Saci_2031	Sacid_02026		carbon monoxide dehydrogenase subunit G	hypothetical protein	WP_011278829.1
SACI_RS09825	NC_007181.1	1846165.0	1847460.0	-	glpA_2	Saci_2032	Sacid_02027		FAD-dependent oxidoreductase	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	WP_011278830.1
SACI_RS09830	NC_007181.1	1847704.0	1849197.0	+	glpK_3	Saci_2033	Sacid_02028	glpK	glycerol kinase GlpK	Glycerol kinase	WP_011278831.1
SACI_RS09835	NC_007181.1	1849204.0	1850085.0	+	glpF	Saci_2034	Sacid_02029		aquaporin	Glycerol uptake facilitator protein	WP_011278832.1
SACI_RS09840	NC_007181.1	1850246.0	1851289.0	+	Saci_2035	Saci_2035	Sacid_02030		DUF917 domain-containing protein	hypothetical protein	WP_011278833.1
SACI_RS09845	NC_007181.1	1851278.0	1852822.0	-	apc3_2	Saci_2036	Sacid_02031		hydantoinase subunit beta	Acetophenone carboxylase gamma subunit	WP_011278834.1
SACI_RS09850	NC_007181.1	1852813.0	1853889.0	-	Saci_2037	Saci_2037	Sacid_02032		DUF917 domain-containing protein	hypothetical protein	WP_011278835.1
SACI_RS09855	NC_007181.1	1853894.0	1854283.0	-	Saci_2038	Saci_2038	Sacid_02033		hypothetical protein	hypothetical protein	WP_011278836.1
SACI_RS09860	NC_007181.1	1854280.0	1855647.0	-	codB	Saci_2039	Sacid_02034		cytosine permease	Cytosine permease	WP_011278837.1
SACI_RS09865	NC_007181.1	1855837.0	1856316.0	-	Saci_2040	Saci_2040	Sacid_02035		Lrp/AsnC family transcriptional regulator	hypothetical protein	WP_011278838.1
SACI_RS09870	NC_007181.1	1856455.0	1858497.0	+	apc3_3	Saci_2041	Sacid_02036		hydantoinase/oxoprolinase family protein	Acetophenone carboxylase gamma subunit	WP_011278839.1
SACI_RS09875	NC_007181.1	1858503.0	1860227.0	+	apc4_2	Saci_2042	Sacid_02037		hydantoinase B/oxoprolinase family protein	Acetophenone carboxylase delta subunit	WP_011278840.1
SACI_RS09880	NC_007181.1	1861364.0	1862125.0	-	Saci_2043	Saci_2043	Sacid_02038		hypothetical protein	hypothetical protein	WP_011278841.1
SACI_RS09885	NC_007181.1	1862122.0	1863063.0	-	Saci_2044	Saci_2044	Sacid_02039		hypothetical protein	hypothetical protein	WP_011278842.1
SACI_RS09890	NC_007181.1	1863070.0	1863675.0	-	Saci_2045	Saci_2045	Sacid_02040		hypothetical protein	hypothetical protein	WP_011278843.1
SACI_RS09895	NC_007181.1	1863675.0	1866395.0	-	Saci_2046	Saci_2046	Sacid_02041		HD domain-containing protein	hypothetical protein	WP_011278844.1
SACI_RS09900	NC_007181.1	1866379.0	1866594.0	-	Saci_2047	Saci_2047	Sacid_02042		hypothetical protein	hypothetical protein	WP_011278845.1
SACI_RS09905	NC_007181.1	1866597.0	1867352.0	-	Saci_2048	Saci_2048	Sacid_02043		hypothetical protein	hypothetical protein	WP_011278846.1
SACI_RS09910	NC_007181.1	1867402.0	1868238.0	-	Saci_2049	Saci_2049	Sacid_02044		CRISPR-associated RAMP protein	hypothetical protein	WP_011278847.1
SACI_RS09915	NC_007181.1	1868239.0	1868964.0	-	SACI_RS09915		"Sacid_02045, Sacid_02046"		CRISPR-associated RAMP protein	hypothetical protein	
SACI_RS09920	NC_007181.1	1868961.0	1869347.0	-	Saci_2052	Saci_2052	Sacid_02047		hypothetical protein	hypothetical protein	WP_011278848.1
SACI_RS09925	NC_007181.1	1869515.0	1869790.0	+	Saci_2053	Saci_2053	Sacid_02048		hypothetical protein	hypothetical protein	WP_011278849.1
SACI_RS09930	NC_007181.1	1869981.0	1870271.0	+	Saci_2054	Saci_2054	Sacid_02049		hypothetical protein	hypothetical protein	WP_011278850.1
SACI_RS09935	NC_007181.1	1871167.0	1872585.0	-	hudA	Saci_2055	Sacid_02050		UbiD family decarboxylase	UbiD-like decarboxylase	WP_015385892.1
SACI_RS09940	NC_007181.1	1872930.0	1873880.0	+	Saci_2056	Saci_2056	Sacid_02051		cyclase family protein	hypothetical protein	WP_011278852.1
